City,Sector,Polygon,Center-Lat,Center-Lng,Area,Area-Type,Area-Unit,Price
Gurgaon,,,,,,,,
 ,Sector-14 Gurgaon,"[{'lng': 77.04968807, 'lat': 28.46923015}, {'lng': 77.04655082, 'lat': 28.46733761}, {'lng': 77.047321, 'lat': 28.46676618}, {'lng': 77.04890313, 'lat': 28.46556593}, {'lng': 77.04883453, 'lat': 28.46361565}, {'lng': 77.05184574, 'lat': 28.46214848}, {'lng': 77.05329822, 'lat': 28.4637739}, {'lng': 77.05388631, 'lat': 28.46441883}, {'lng': 77.05458862, 'lat': 28.46506439}, {'lng': 77.05547097, 'lat': 28.46605094}, {'lng': 77.05674218, 'lat': 28.46798621}, {'lng': 77.05725431, 'lat': 28.46850389}, {'lng': 77.05743851, 'lat': 28.46863734}, {'lng': 77.05710158, 'lat': 28.46944846}, {'lng': 77.05699929, 'lat': 28.47031357}, {'lng': 77.05676566, 'lat': 28.47153089}, {'lng': 77.05631186, 'lat': 28.47238054}, {'lng': 77.05560297, 'lat': 28.473227}, {'lng': 77.05563675, 'lat': 28.47324624}, {'lng': 77.05509265, 'lat': 28.4733437}, {'lng': 77.04837066, 'lat': 28.47074937}, {'lng': 77.04968807, 'lat': 28.46923015}]",28.46846,77.05235,4000,Built-up ,Sq.Ft.,1.55 Lac
 ,Sector-14 Gurgaon,"[{'lng': 77.04968807, 'lat': 28.46923015}, {'lng': 77.04655082, 'lat': 28.46733761}, {'lng': 77.047321, 'lat': 28.46676618}, {'lng': 77.04890313, 'lat': 28.46556593}, {'lng': 77.04883453, 'lat': 28.46361565}, {'lng': 77.05184574, 'lat': 28.46214848}, {'lng': 77.05329822, 'lat': 28.4637739}, {'lng': 77.05388631, 'lat': 28.46441883}, {'lng': 77.05458862, 'lat': 28.46506439}, {'lng': 77.05547097, 'lat': 28.46605094}, {'lng': 77.05674218, 'lat': 28.46798621}, {'lng': 77.05725431, 'lat': 28.46850389}, {'lng': 77.05743851, 'lat': 28.46863734}, {'lng': 77.05710158, 'lat': 28.46944846}, {'lng': 77.05699929, 'lat': 28.47031357}, {'lng': 77.05676566, 'lat': 28.47153089}, {'lng': 77.05631186, 'lat': 28.47238054}, {'lng': 77.05560297, 'lat': 28.473227}, {'lng': 77.05563675, 'lat': 28.47324624}, {'lng': 77.05509265, 'lat': 28.4733437}, {'lng': 77.04837066, 'lat': 28.47074937}, {'lng': 77.04968807, 'lat': 28.46923015}]",28.46846,77.05235,486,Built-up ,Sq.Ft.,"17,000"
 ,Sector-14 Gurgaon,"[{'lng': 77.04968807, 'lat': 28.46923015}, {'lng': 77.04655082, 'lat': 28.46733761}, {'lng': 77.047321, 'lat': 28.46676618}, {'lng': 77.04890313, 'lat': 28.46556593}, {'lng': 77.04883453, 'lat': 28.46361565}, {'lng': 77.05184574, 'lat': 28.46214848}, {'lng': 77.05329822, 'lat': 28.4637739}, {'lng': 77.05388631, 'lat': 28.46441883}, {'lng': 77.05458862, 'lat': 28.46506439}, {'lng': 77.05547097, 'lat': 28.46605094}, {'lng': 77.05674218, 'lat': 28.46798621}, {'lng': 77.05725431, 'lat': 28.46850389}, {'lng': 77.05743851, 'lat': 28.46863734}, {'lng': 77.05710158, 'lat': 28.46944846}, {'lng': 77.05699929, 'lat': 28.47031357}, {'lng': 77.05676566, 'lat': 28.47153089}, {'lng': 77.05631186, 'lat': 28.47238054}, {'lng': 77.05560297, 'lat': 28.473227}, {'lng': 77.05563675, 'lat': 28.47324624}, {'lng': 77.05509265, 'lat': 28.4733437}, {'lng': 77.04837066, 'lat': 28.47074937}, {'lng': 77.04968807, 'lat': 28.46923015}]",28.46846,77.05235,950,Plot ,Sq.Ft.,"75,000"
 ,Sector-14 Gurgaon,"[{'lng': 77.04968807, 'lat': 28.46923015}, {'lng': 77.04655082, 'lat': 28.46733761}, {'lng': 77.047321, 'lat': 28.46676618}, {'lng': 77.04890313, 'lat': 28.46556593}, {'lng': 77.04883453, 'lat': 28.46361565}, {'lng': 77.05184574, 'lat': 28.46214848}, {'lng': 77.05329822, 'lat': 28.4637739}, {'lng': 77.05388631, 'lat': 28.46441883}, {'lng': 77.05458862, 'lat': 28.46506439}, {'lng': 77.05547097, 'lat': 28.46605094}, {'lng': 77.05674218, 'lat': 28.46798621}, {'lng': 77.05725431, 'lat': 28.46850389}, {'lng': 77.05743851, 'lat': 28.46863734}, {'lng': 77.05710158, 'lat': 28.46944846}, {'lng': 77.05699929, 'lat': 28.47031357}, {'lng': 77.05676566, 'lat': 28.47153089}, {'lng': 77.05631186, 'lat': 28.47238054}, {'lng': 77.05560297, 'lat': 28.473227}, {'lng': 77.05563675, 'lat': 28.47324624}, {'lng': 77.05509265, 'lat': 28.4733437}, {'lng': 77.04837066, 'lat': 28.47074937}, {'lng': 77.04968807, 'lat': 28.46923015}]",28.46846,77.05235,1500 to 3000,Built-up ,Sq.Ft.,"52,500 to 1.05 Lac"
 ,Sector-14 Gurgaon,"[{'lng': 77.04968807, 'lat': 28.46923015}, {'lng': 77.04655082, 'lat': 28.46733761}, {'lng': 77.047321, 'lat': 28.46676618}, {'lng': 77.04890313, 'lat': 28.46556593}, {'lng': 77.04883453, 'lat': 28.46361565}, {'lng': 77.05184574, 'lat': 28.46214848}, {'lng': 77.05329822, 'lat': 28.4637739}, {'lng': 77.05388631, 'lat': 28.46441883}, {'lng': 77.05458862, 'lat': 28.46506439}, {'lng': 77.05547097, 'lat': 28.46605094}, {'lng': 77.05674218, 'lat': 28.46798621}, {'lng': 77.05725431, 'lat': 28.46850389}, {'lng': 77.05743851, 'lat': 28.46863734}, {'lng': 77.05710158, 'lat': 28.46944846}, {'lng': 77.05699929, 'lat': 28.47031357}, {'lng': 77.05676566, 'lat': 28.47153089}, {'lng': 77.05631186, 'lat': 28.47238054}, {'lng': 77.05560297, 'lat': 28.473227}, {'lng': 77.05563675, 'lat': 28.47324624}, {'lng': 77.05509265, 'lat': 28.4733437}, {'lng': 77.04837066, 'lat': 28.47074937}, {'lng': 77.04968807, 'lat': 28.46923015}]",28.46846,77.05235,600,Built-up ,Sq.Ft.,"42,000"
 ,Sector-14 Gurgaon,"[{'lng': 77.04968807, 'lat': 28.46923015}, {'lng': 77.04655082, 'lat': 28.46733761}, {'lng': 77.047321, 'lat': 28.46676618}, {'lng': 77.04890313, 'lat': 28.46556593}, {'lng': 77.04883453, 'lat': 28.46361565}, {'lng': 77.05184574, 'lat': 28.46214848}, {'lng': 77.05329822, 'lat': 28.4637739}, {'lng': 77.05388631, 'lat': 28.46441883}, {'lng': 77.05458862, 'lat': 28.46506439}, {'lng': 77.05547097, 'lat': 28.46605094}, {'lng': 77.05674218, 'lat': 28.46798621}, {'lng': 77.05725431, 'lat': 28.46850389}, {'lng': 77.05743851, 'lat': 28.46863734}, {'lng': 77.05710158, 'lat': 28.46944846}, {'lng': 77.05699929, 'lat': 28.47031357}, {'lng': 77.05676566, 'lat': 28.47153089}, {'lng': 77.05631186, 'lat': 28.47238054}, {'lng': 77.05560297, 'lat': 28.473227}, {'lng': 77.05563675, 'lat': 28.47324624}, {'lng': 77.05509265, 'lat': 28.4733437}, {'lng': 77.04837066, 'lat': 28.47074937}, {'lng': 77.04968807, 'lat': 28.46923015}]",28.46846,77.05235,1550,Plot ,Sq.Ft.,"80,000"
 ,Sector-14 Gurgaon,"[{'lng': 77.04968807, 'lat': 28.46923015}, {'lng': 77.04655082, 'lat': 28.46733761}, {'lng': 77.047321, 'lat': 28.46676618}, {'lng': 77.04890313, 'lat': 28.46556593}, {'lng': 77.04883453, 'lat': 28.46361565}, {'lng': 77.05184574, 'lat': 28.46214848}, {'lng': 77.05329822, 'lat': 28.4637739}, {'lng': 77.05388631, 'lat': 28.46441883}, {'lng': 77.05458862, 'lat': 28.46506439}, {'lng': 77.05547097, 'lat': 28.46605094}, {'lng': 77.05674218, 'lat': 28.46798621}, {'lng': 77.05725431, 'lat': 28.46850389}, {'lng': 77.05743851, 'lat': 28.46863734}, {'lng': 77.05710158, 'lat': 28.46944846}, {'lng': 77.05699929, 'lat': 28.47031357}, {'lng': 77.05676566, 'lat': 28.47153089}, {'lng': 77.05631186, 'lat': 28.47238054}, {'lng': 77.05560297, 'lat': 28.473227}, {'lng': 77.05563675, 'lat': 28.47324624}, {'lng': 77.05509265, 'lat': 28.4733437}, {'lng': 77.04837066, 'lat': 28.47074937}, {'lng': 77.04968807, 'lat': 28.46923015}]",28.46846,77.05235,1100 to 1200,Built-up ,Sq.Ft.,"49,500 to 54,000"
 ,Mehrauli Gurgaon Road,"[{'lng': 77.04968807, 'lat': 28.46923015}, {'lng': 77.04655082, 'lat': 28.46733761}, {'lng': 77.047321, 'lat': 28.46676618}, {'lng': 77.04890313, 'lat': 28.46556593}, {'lng': 77.04883453, 'lat': 28.46361565}, {'lng': 77.05184574, 'lat': 28.46214848}, {'lng': 77.05329822, 'lat': 28.4637739}, {'lng': 77.05388631, 'lat': 28.46441883}, {'lng': 77.05458862, 'lat': 28.46506439}, {'lng': 77.05547097, 'lat': 28.46605094}, {'lng': 77.05674218, 'lat': 28.46798621}, {'lng': 77.05725431, 'lat': 28.46850389}, {'lng': 77.05743851, 'lat': 28.46863734}, {'lng': 77.05710158, 'lat': 28.46944846}, {'lng': 77.05699929, 'lat': 28.47031357}, {'lng': 77.05676566, 'lat': 28.47153089}, {'lng': 77.05631186, 'lat': 28.47238054}, {'lng': 77.05560297, 'lat': 28.473227}, {'lng': 77.05563675, 'lat': 28.47324624}, {'lng': 77.05509265, 'lat': 28.4733437}, {'lng': 77.04837066, 'lat': 28.47074937}, {'lng': 77.04968807, 'lat': 28.46923015}]",28.46846,77.05235,20000,Built-up ,Sq.Ft.,8.5 Lac
 ,Sector-15 Gurgaon,"[{'lng': 77.04968807, 'lat': 28.46923015}, {'lng': 77.04655082, 'lat': 28.46733761}, {'lng': 77.047321, 'lat': 28.46676618}, {'lng': 77.04890313, 'lat': 28.46556593}, {'lng': 77.04883453, 'lat': 28.46361565}, {'lng': 77.05184574, 'lat': 28.46214848}, {'lng': 77.05329822, 'lat': 28.4637739}, {'lng': 77.05388631, 'lat': 28.46441883}, {'lng': 77.05458862, 'lat': 28.46506439}, {'lng': 77.05547097, 'lat': 28.46605094}, {'lng': 77.05674218, 'lat': 28.46798621}, {'lng': 77.05725431, 'lat': 28.46850389}, {'lng': 77.05743851, 'lat': 28.46863734}, {'lng': 77.05710158, 'lat': 28.46944846}, {'lng': 77.05699929, 'lat': 28.47031357}, {'lng': 77.05676566, 'lat': 28.47153089}, {'lng': 77.05631186, 'lat': 28.47238054}, {'lng': 77.05560297, 'lat': 28.473227}, {'lng': 77.05563675, 'lat': 28.47324624}, {'lng': 77.05509265, 'lat': 28.4733437}, {'lng': 77.04837066, 'lat': 28.47074937}, {'lng': 77.04968807, 'lat': 28.46923015}]",28.46846,77.05235,800,Built-up ,Sq.Ft.,"60,000"
 ,Sector-14 Gurgaon,"[{'lng': 77.07033387, 'lat': 28.47934663}, {'lng': 77.05854821, 'lat': 28.48741533}, {'lng': 77.05590817, 'lat': 28.48917309}, {'lng': 77.05018777, 'lat': 28.4826738}, {'lng': 77.04931617, 'lat': 28.48178552}, {'lng': 77.04904497, 'lat': 28.48156987}, {'lng': 77.049026, 'lat': 28.48139507}, {'lng': 77.04915358, 'lat': 28.48130303}, {'lng': 77.04939649, 'lat': 28.48119993}, {'lng': 77.0495929, 'lat': 28.48117763}, {'lng': 77.04959507, 'lat': 28.48106508}, {'lng': 77.04984661, 'lat': 28.48049294}, {'lng': 77.0500609, 'lat': 28.4800358}, {'lng': 77.05304796, 'lat': 28.47641166}, {'lng': 77.05517068, 'lat': 28.47372765}, {'lng': 77.05535934, 'lat': 28.47377757}, {'lng': 77.05564162, 'lat': 28.47367828}, {'lng': 77.05578938, 'lat': 28.47356922}, {'lng': 77.05574716, 'lat': 28.47341118}, {'lng': 77.05559448, 'lat': 28.47322371}, {'lng': 77.05630489, 'lat': 28.47240655}, {'lng': 77.05675392, 'lat': 28.4715439}, {'lng': 77.05699356, 'lat': 28.47033312}, {'lng': 77.05710844, 'lat': 28.4694426}, {'lng': 77.0574427, 'lat': 28.46862866}, {'lng': 77.06837215, 'lat': 28.47737731}, {'lng': 77.07033387, 'lat': 28.47934663}]",28.4791609,77.0593246,2500,Built-up ,Sq.Ft.,4 Lac
 ,Sukhrali,"[{'lng': 77.07033387, 'lat': 28.47934663}, {'lng': 77.05854821, 'lat': 28.48741533}, {'lng': 77.05590817, 'lat': 28.48917309}, {'lng': 77.05018777, 'lat': 28.4826738}, {'lng': 77.04931617, 'lat': 28.48178552}, {'lng': 77.04904497, 'lat': 28.48156987}, {'lng': 77.049026, 'lat': 28.48139507}, {'lng': 77.04915358, 'lat': 28.48130303}, {'lng': 77.04939649, 'lat': 28.48119993}, {'lng': 77.0495929, 'lat': 28.48117763}, {'lng': 77.04959507, 'lat': 28.48106508}, {'lng': 77.04984661, 'lat': 28.48049294}, {'lng': 77.0500609, 'lat': 28.4800358}, {'lng': 77.05304796, 'lat': 28.47641166}, {'lng': 77.05517068, 'lat': 28.47372765}, {'lng': 77.05535934, 'lat': 28.47377757}, {'lng': 77.05564162, 'lat': 28.47367828}, {'lng': 77.05578938, 'lat': 28.47356922}, {'lng': 77.05574716, 'lat': 28.47341118}, {'lng': 77.05559448, 'lat': 28.47322371}, {'lng': 77.05630489, 'lat': 28.47240655}, {'lng': 77.05675392, 'lat': 28.4715439}, {'lng': 77.05699356, 'lat': 28.47033312}, {'lng': 77.05710844, 'lat': 28.4694426}, {'lng': 77.0574427, 'lat': 28.46862866}, {'lng': 77.06837215, 'lat': 28.47737731}, {'lng': 77.07033387, 'lat': 28.47934663}]",28.4791609,77.0593246,250,Built-up ,Sq.Ft.,"15,000"
 ,Sukhrali,"[{'lng': 77.07033387, 'lat': 28.47934663}, {'lng': 77.05854821, 'lat': 28.48741533}, {'lng': 77.05590817, 'lat': 28.48917309}, {'lng': 77.05018777, 'lat': 28.4826738}, {'lng': 77.04931617, 'lat': 28.48178552}, {'lng': 77.04904497, 'lat': 28.48156987}, {'lng': 77.049026, 'lat': 28.48139507}, {'lng': 77.04915358, 'lat': 28.48130303}, {'lng': 77.04939649, 'lat': 28.48119993}, {'lng': 77.0495929, 'lat': 28.48117763}, {'lng': 77.04959507, 'lat': 28.48106508}, {'lng': 77.04984661, 'lat': 28.48049294}, {'lng': 77.0500609, 'lat': 28.4800358}, {'lng': 77.05304796, 'lat': 28.47641166}, {'lng': 77.05517068, 'lat': 28.47372765}, {'lng': 77.05535934, 'lat': 28.47377757}, {'lng': 77.05564162, 'lat': 28.47367828}, {'lng': 77.05578938, 'lat': 28.47356922}, {'lng': 77.05574716, 'lat': 28.47341118}, {'lng': 77.05559448, 'lat': 28.47322371}, {'lng': 77.05630489, 'lat': 28.47240655}, {'lng': 77.05675392, 'lat': 28.4715439}, {'lng': 77.05699356, 'lat': 28.47033312}, {'lng': 77.05710844, 'lat': 28.4694426}, {'lng': 77.0574427, 'lat': 28.46862866}, {'lng': 77.06837215, 'lat': 28.47737731}, {'lng': 77.07033387, 'lat': 28.47934663}]",28.4791609,77.0593246,250,Plot ,Sq.Ft.,"12,000"
 ,Sector-14 Gurgaon,"[{'lng': 77.07033387, 'lat': 28.47934663}, {'lng': 77.05854821, 'lat': 28.48741533}, {'lng': 77.05590817, 'lat': 28.48917309}, {'lng': 77.05018777, 'lat': 28.4826738}, {'lng': 77.04931617, 'lat': 28.48178552}, {'lng': 77.04904497, 'lat': 28.48156987}, {'lng': 77.049026, 'lat': 28.48139507}, {'lng': 77.04915358, 'lat': 28.48130303}, {'lng': 77.04939649, 'lat': 28.48119993}, {'lng': 77.0495929, 'lat': 28.48117763}, {'lng': 77.04959507, 'lat': 28.48106508}, {'lng': 77.04984661, 'lat': 28.48049294}, {'lng': 77.0500609, 'lat': 28.4800358}, {'lng': 77.05304796, 'lat': 28.47641166}, {'lng': 77.05517068, 'lat': 28.47372765}, {'lng': 77.05535934, 'lat': 28.47377757}, {'lng': 77.05564162, 'lat': 28.47367828}, {'lng': 77.05578938, 'lat': 28.47356922}, {'lng': 77.05574716, 'lat': 28.47341118}, {'lng': 77.05559448, 'lat': 28.47322371}, {'lng': 77.05630489, 'lat': 28.47240655}, {'lng': 77.05675392, 'lat': 28.4715439}, {'lng': 77.05699356, 'lat': 28.47033312}, {'lng': 77.05710844, 'lat': 28.4694426}, {'lng': 77.0574427, 'lat': 28.46862866}, {'lng': 77.06837215, 'lat': 28.47737731}, {'lng': 77.07033387, 'lat': 28.47934663}]",28.4791609,77.0593246,3000,Plot ,Sq.Ft.,1.3 Lac
 ,Sector-14 Gurgaon,"[{'lng': 77.07033387, 'lat': 28.47934663}, {'lng': 77.05854821, 'lat': 28.48741533}, {'lng': 77.05590817, 'lat': 28.48917309}, {'lng': 77.05018777, 'lat': 28.4826738}, {'lng': 77.04931617, 'lat': 28.48178552}, {'lng': 77.04904497, 'lat': 28.48156987}, {'lng': 77.049026, 'lat': 28.48139507}, {'lng': 77.04915358, 'lat': 28.48130303}, {'lng': 77.04939649, 'lat': 28.48119993}, {'lng': 77.0495929, 'lat': 28.48117763}, {'lng': 77.04959507, 'lat': 28.48106508}, {'lng': 77.04984661, 'lat': 28.48049294}, {'lng': 77.0500609, 'lat': 28.4800358}, {'lng': 77.05304796, 'lat': 28.47641166}, {'lng': 77.05517068, 'lat': 28.47372765}, {'lng': 77.05535934, 'lat': 28.47377757}, {'lng': 77.05564162, 'lat': 28.47367828}, {'lng': 77.05578938, 'lat': 28.47356922}, {'lng': 77.05574716, 'lat': 28.47341118}, {'lng': 77.05559448, 'lat': 28.47322371}, {'lng': 77.05630489, 'lat': 28.47240655}, {'lng': 77.05675392, 'lat': 28.4715439}, {'lng': 77.05699356, 'lat': 28.47033312}, {'lng': 77.05710844, 'lat': 28.4694426}, {'lng': 77.0574427, 'lat': 28.46862866}, {'lng': 77.06837215, 'lat': 28.47737731}, {'lng': 77.07033387, 'lat': 28.47934663}]",28.4791609,77.0593246,1500 to 5000,Built-up ,Sq.Ft.,"90,000 to 3 Lac"
 ,Sector-14 Gurgaon,"[{'lng': 77.07033387, 'lat': 28.47934663}, {'lng': 77.05854821, 'lat': 28.48741533}, {'lng': 77.05590817, 'lat': 28.48917309}, {'lng': 77.05018777, 'lat': 28.4826738}, {'lng': 77.04931617, 'lat': 28.48178552}, {'lng': 77.04904497, 'lat': 28.48156987}, {'lng': 77.049026, 'lat': 28.48139507}, {'lng': 77.04915358, 'lat': 28.48130303}, {'lng': 77.04939649, 'lat': 28.48119993}, {'lng': 77.0495929, 'lat': 28.48117763}, {'lng': 77.04959507, 'lat': 28.48106508}, {'lng': 77.04984661, 'lat': 28.48049294}, {'lng': 77.0500609, 'lat': 28.4800358}, {'lng': 77.05304796, 'lat': 28.47641166}, {'lng': 77.05517068, 'lat': 28.47372765}, {'lng': 77.05535934, 'lat': 28.47377757}, {'lng': 77.05564162, 'lat': 28.47367828}, {'lng': 77.05578938, 'lat': 28.47356922}, {'lng': 77.05574716, 'lat': 28.47341118}, {'lng': 77.05559448, 'lat': 28.47322371}, {'lng': 77.05630489, 'lat': 28.47240655}, {'lng': 77.05675392, 'lat': 28.4715439}, {'lng': 77.05699356, 'lat': 28.47033312}, {'lng': 77.05710844, 'lat': 28.4694426}, {'lng': 77.0574427, 'lat': 28.46862866}, {'lng': 77.06837215, 'lat': 28.47737731}, {'lng': 77.07033387, 'lat': 28.47934663}]",28.4791609,77.0593246,1500 to 5000,Built-up ,Sq.Ft.,1.5 Lac to 5 Lac
 ,Sector-18 Gurgaon,"[{'lng': 77.07033387, 'lat': 28.47934663}, {'lng': 77.05854821, 'lat': 28.48741533}, {'lng': 77.05590817, 'lat': 28.48917309}, {'lng': 77.05018777, 'lat': 28.4826738}, {'lng': 77.04931617, 'lat': 28.48178552}, {'lng': 77.04904497, 'lat': 28.48156987}, {'lng': 77.049026, 'lat': 28.48139507}, {'lng': 77.04915358, 'lat': 28.48130303}, {'lng': 77.04939649, 'lat': 28.48119993}, {'lng': 77.0495929, 'lat': 28.48117763}, {'lng': 77.04959507, 'lat': 28.48106508}, {'lng': 77.04984661, 'lat': 28.48049294}, {'lng': 77.0500609, 'lat': 28.4800358}, {'lng': 77.05304796, 'lat': 28.47641166}, {'lng': 77.05517068, 'lat': 28.47372765}, {'lng': 77.05535934, 'lat': 28.47377757}, {'lng': 77.05564162, 'lat': 28.47367828}, {'lng': 77.05578938, 'lat': 28.47356922}, {'lng': 77.05574716, 'lat': 28.47341118}, {'lng': 77.05559448, 'lat': 28.47322371}, {'lng': 77.05630489, 'lat': 28.47240655}, {'lng': 77.05675392, 'lat': 28.4715439}, {'lng': 77.05699356, 'lat': 28.47033312}, {'lng': 77.05710844, 'lat': 28.4694426}, {'lng': 77.0574427, 'lat': 28.46862866}, {'lng': 77.06837215, 'lat': 28.47737731}, {'lng': 77.07033387, 'lat': 28.47934663}]",28.4791609,77.0593246,8500,Built-up ,Sq.Ft.,2.55 Lac
 ,Sector-14 Gurgaon,"[{'lng': 77.07033387, 'lat': 28.47934663}, {'lng': 77.05854821, 'lat': 28.48741533}, {'lng': 77.05590817, 'lat': 28.48917309}, {'lng': 77.05018777, 'lat': 28.4826738}, {'lng': 77.04931617, 'lat': 28.48178552}, {'lng': 77.04904497, 'lat': 28.48156987}, {'lng': 77.049026, 'lat': 28.48139507}, {'lng': 77.04915358, 'lat': 28.48130303}, {'lng': 77.04939649, 'lat': 28.48119993}, {'lng': 77.0495929, 'lat': 28.48117763}, {'lng': 77.04959507, 'lat': 28.48106508}, {'lng': 77.04984661, 'lat': 28.48049294}, {'lng': 77.0500609, 'lat': 28.4800358}, {'lng': 77.05304796, 'lat': 28.47641166}, {'lng': 77.05517068, 'lat': 28.47372765}, {'lng': 77.05535934, 'lat': 28.47377757}, {'lng': 77.05564162, 'lat': 28.47367828}, {'lng': 77.05578938, 'lat': 28.47356922}, {'lng': 77.05574716, 'lat': 28.47341118}, {'lng': 77.05559448, 'lat': 28.47322371}, {'lng': 77.05630489, 'lat': 28.47240655}, {'lng': 77.05675392, 'lat': 28.4715439}, {'lng': 77.05699356, 'lat': 28.47033312}, {'lng': 77.05710844, 'lat': 28.4694426}, {'lng': 77.0574427, 'lat': 28.46862866}, {'lng': 77.06837215, 'lat': 28.47737731}, {'lng': 77.07033387, 'lat': 28.47934663}]",28.4791609,77.0593246,1500 to 3000,Built-up ,Sq.Ft.,"60,000 to 1.2 Lac"
 ,Sector-14 Gurgaon,"[{'lng': 77.07033387, 'lat': 28.47934663}, {'lng': 77.05854821, 'lat': 28.48741533}, {'lng': 77.05590817, 'lat': 28.48917309}, {'lng': 77.05018777, 'lat': 28.4826738}, {'lng': 77.04931617, 'lat': 28.48178552}, {'lng': 77.04904497, 'lat': 28.48156987}, {'lng': 77.049026, 'lat': 28.48139507}, {'lng': 77.04915358, 'lat': 28.48130303}, {'lng': 77.04939649, 'lat': 28.48119993}, {'lng': 77.0495929, 'lat': 28.48117763}, {'lng': 77.04959507, 'lat': 28.48106508}, {'lng': 77.04984661, 'lat': 28.48049294}, {'lng': 77.0500609, 'lat': 28.4800358}, {'lng': 77.05304796, 'lat': 28.47641166}, {'lng': 77.05517068, 'lat': 28.47372765}, {'lng': 77.05535934, 'lat': 28.47377757}, {'lng': 77.05564162, 'lat': 28.47367828}, {'lng': 77.05578938, 'lat': 28.47356922}, {'lng': 77.05574716, 'lat': 28.47341118}, {'lng': 77.05559448, 'lat': 28.47322371}, {'lng': 77.05630489, 'lat': 28.47240655}, {'lng': 77.05675392, 'lat': 28.4715439}, {'lng': 77.05699356, 'lat': 28.47033312}, {'lng': 77.05710844, 'lat': 28.4694426}, {'lng': 77.0574427, 'lat': 28.46862866}, {'lng': 77.06837215, 'lat': 28.47737731}, {'lng': 77.07033387, 'lat': 28.47934663}]",28.4791609,77.0593246,900 to 8000,Built-up ,Sq.Ft.,"36,000 to 3.2 Lac"
 ,Sector-18 Gurgaon,"[{'lng': 77.07033387, 'lat': 28.47934663}, {'lng': 77.05854821, 'lat': 28.48741533}, {'lng': 77.05590817, 'lat': 28.48917309}, {'lng': 77.05018777, 'lat': 28.4826738}, {'lng': 77.04931617, 'lat': 28.48178552}, {'lng': 77.04904497, 'lat': 28.48156987}, {'lng': 77.049026, 'lat': 28.48139507}, {'lng': 77.04915358, 'lat': 28.48130303}, {'lng': 77.04939649, 'lat': 28.48119993}, {'lng': 77.0495929, 'lat': 28.48117763}, {'lng': 77.04959507, 'lat': 28.48106508}, {'lng': 77.04984661, 'lat': 28.48049294}, {'lng': 77.0500609, 'lat': 28.4800358}, {'lng': 77.05304796, 'lat': 28.47641166}, {'lng': 77.05517068, 'lat': 28.47372765}, {'lng': 77.05535934, 'lat': 28.47377757}, {'lng': 77.05564162, 'lat': 28.47367828}, {'lng': 77.05578938, 'lat': 28.47356922}, {'lng': 77.05574716, 'lat': 28.47341118}, {'lng': 77.05559448, 'lat': 28.47322371}, {'lng': 77.05630489, 'lat': 28.47240655}, {'lng': 77.05675392, 'lat': 28.4715439}, {'lng': 77.05699356, 'lat': 28.47033312}, {'lng': 77.05710844, 'lat': 28.4694426}, {'lng': 77.0574427, 'lat': 28.46862866}, {'lng': 77.06837215, 'lat': 28.47737731}, {'lng': 77.07033387, 'lat': 28.47934663}]",28.4791609,77.0593246,2000 to 250000,Built-up ,Sq.Ft.,"80,000 to 1 Crore"
 ,Sector-14 Gurgaon,"[{'lng': 77.07033387, 'lat': 28.47934663}, {'lng': 77.05854821, 'lat': 28.48741533}, {'lng': 77.05590817, 'lat': 28.48917309}, {'lng': 77.05018777, 'lat': 28.4826738}, {'lng': 77.04931617, 'lat': 28.48178552}, {'lng': 77.04904497, 'lat': 28.48156987}, {'lng': 77.049026, 'lat': 28.48139507}, {'lng': 77.04915358, 'lat': 28.48130303}, {'lng': 77.04939649, 'lat': 28.48119993}, {'lng': 77.0495929, 'lat': 28.48117763}, {'lng': 77.04959507, 'lat': 28.48106508}, {'lng': 77.04984661, 'lat': 28.48049294}, {'lng': 77.0500609, 'lat': 28.4800358}, {'lng': 77.05304796, 'lat': 28.47641166}, {'lng': 77.05517068, 'lat': 28.47372765}, {'lng': 77.05535934, 'lat': 28.47377757}, {'lng': 77.05564162, 'lat': 28.47367828}, {'lng': 77.05578938, 'lat': 28.47356922}, {'lng': 77.05574716, 'lat': 28.47341118}, {'lng': 77.05559448, 'lat': 28.47322371}, {'lng': 77.05630489, 'lat': 28.47240655}, {'lng': 77.05675392, 'lat': 28.4715439}, {'lng': 77.05699356, 'lat': 28.47033312}, {'lng': 77.05710844, 'lat': 28.4694426}, {'lng': 77.0574427, 'lat': 28.46862866}, {'lng': 77.06837215, 'lat': 28.47737731}, {'lng': 77.07033387, 'lat': 28.47934663}]",28.4791609,77.0593246,200,Built-up ,Sq.Ft.,"10,000"
